"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocol","identificationReferences","remarks","duplicateNightQF","missingRecordsPerBoutQF"
"C09FF1480CA548EA8D0E7B1C574D4F62","D10","CPER","CPER_002","2013-07-06",1,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or disturbed traps.",0,0
"769C1E0CDDF7469E98003458790165BD","D10","CPER","CPER_006","2013-07-06",1,"MAM.CPER.2013.07",100,2,98,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"C2A53C6E87834C56A9D0E725478A0DE4","D10","CPER","CPER_009","2013-07-06",1,"MAM.CPER.2013.07",100,23,77,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","Cow disturbance. ",0,0
"7E29BDCA972F47A796F5FAE0944C5C72","D10","CPER","CPER_008","2013-07-06",1,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or trap disturbances. ",0,0
"AD34C2B488DE4E18AA39BBF62714E15C","D10","CPER","CPER_008","2013-07-07",2,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or disturbed traps. ",0,0
"CC34595925AF4015803FB838866B850C","D10","CPER","CPER_009","2013-07-07",2,"MAM.CPER.2013.07",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"3C7094D0A3694B34886ED2951B92043D","D10","CPER","CPER_002","2013-07-07",2,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or disturbed traps.",0,0
"C0D30773070849118F9D12F055DB7C51","D10","CPER","CPER_006","2013-07-07",2,"MAM.CPER.2013.07",100,23,77,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"F15A47FD6F7247B3BB45701475102CE7","D10","CPER","CPER_002","2013-07-08",3,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or disturbed traps. ",0,0
"6816550137304A609384BA048EFAFA0C","D10","CPER","CPER_009","2013-07-08",3,"MAM.CPER.2013.07",100,3,97,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"E207AAC850204CF792E1C2D39A954E7E","D10","CPER","CPER_008","2013-07-08",3,"MAM.CPER.2013.07",100,2,98,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"BBF875FF74524123AD067056CE3C92F6","D10","CPER","CPER_015","2013-07-08",1,"MAM.CPER.2013.07",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or disturbed traps. ",0,0
"E57D318D27FA43D9B31BCDC06A24C0A4","D10","CPER","CPER_006","2013-07-08",3,"MAM.CPER.2013.07",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
