"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","individualID","taxonID","scientificName","taxonRank","identificationQualifier","identificationStatus","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF"
"1D8D6455FEE24DA4AEC5F6F1BBF5C36F","D10","STER","STER_026","G10","cultivatedCrops",40.47309437,-103.0249751,"WGS84",,1370.665494,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0782","PEMA","Peromyscus maniculatus","species",," ","M","N","N",,,"adult","nonscrotal",,,,17,8,45,95,20,,,"STER.20140521.R0782.F","fresh","STER.20140521.R0782.E","STER.20140521.R0782.H","STER.20140521.R0782.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,0,0,0,-1,0
"68C465E9F97047FEAE3F6A4CCAE43A09","D10","STER","STER_026","J3","cultivatedCrops",40.47371858,-103.0246029,"WGS84",,1370.212878,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0754","ONLE","Onychomys leucogaster","species",," ","F","R","N",,,"adult",,"enlarged","pregnant","plugged",20,11,45,135,47,,,"STER.20140521.R0754.F","fresh","STER.20140521.R0754.E","STER.20140521.R0754.H","STER.20140521.R0754.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,0,0,0,-1,0
"A35D0B9BC24443B8AFD33DD94D7FB7AA","D10","STER","STER_026","D1","cultivatedCrops",40.47391075,-103.0253051,"WGS84",,1370.472005,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0322","PEMA","Peromyscus maniculatus","species",," ","M","N","N",,,"subadult","nonscrotal",,,,15,8,55,125,19,,,"STER.20140521.R0322.F","fresh","STER.20140521.R0322.E","STER.20140521.R0322.H","STER.20140521.R0322.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,0,0,0,-1,0
"2D2EA7EE8478426390230BECA11BC724","D10","STER","STER_026","E9","cultivatedCrops",40.47318844,-103.0252083,"WGS84",,1370.685438,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0607","ONLE","Onychomys leucogaster","species",," ","F","R","N",,,"adult",,"enlarged","pregnant","plugged",20,16,45,130,,,,,,"STER.20140521.R0607.E","STER.20140521.R0607.H","STER.20140521.R0607.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,0,0,0,-1,0
"543E864DFAB94C69B73F3E811E326084","D10","STER","STER_026","E9","cultivatedCrops",40.47318844,-103.0252083,"WGS84",,1370.685438,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0607","ONLE","Onychomys leucogaster","species",," ","F","R","N",,,"adult",,"enlarged","pregnant","plugged",20,16,45,130,,,,,,"STER.20140521.R0607.E","STER.20140521.R0607.H","STER.20140521.R0607.H",,"E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0,0,0,-1,0
"4BA0D0F2EC0C4E2CA476BC6B619BA452","D10","STER","STER_026","G6","cultivatedCrops",40.47345452,-103.0249646,"WGS84",,1370.539578,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0788","ONLE","Onychomys leucogaster","species",," ","M","N","N",,,"adult","nonscrotal",,,,22,13,30,113,32,,,"STER.20140521.R0788.F","fresh","STER.20140521.R0788.E","STER.20140521.R0788.H","STER.20140521.R0788.H",,"E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0,0,0,-1,0
"4E295BE0B4BE4A108AC126B592FF5596","D10","STER","STER_026","G6","cultivatedCrops",40.47345452,-103.0249646,"WGS84",,1370.539578,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0788","ONLE","Onychomys leucogaster","species",," ","M","N","N",,,"adult","nonscrotal",,,,22,13,30,113,32,,,"STER.20140521.R0788.F","fresh","STER.20140521.R0788.E","STER.20140521.R0788.H","STER.20140521.R0788.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV",,0,0,0,-1,0
"C06ECFA6D2514132BFBA4A3587CD2E31","D10","STER","STER_026","G10","cultivatedCrops",40.47309437,-103.0249751,"WGS84",,1370.665494,,"2014-05-21","MAM.STER.2014.06","NEON.MAM.D10.0R0782","PEMA","Peromyscus maniculatus","species",," ","M","N","N",,,"adult","nonscrotal",,,,17,8,45,95,20,,,"STER.20140521.R0782.F","fresh","STER.20140521.R0782.E",,,,"E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0,0,0,-1,0
"C0E9DDFE29FA4FB1902AEE67E579542B","D10","STER","STER_031","H3","cultivatedCrops",40.47052976,-103.013524,"WGS84",,1358.272504,,"2014-05-22","MAM.STER.2014.06","NEON.MAM.D10.0R1047","ONLE","Onychomys leucogaster","species",," ","F","R","N",,,"adult",,"enlarged","pregnant",,,,,,,,,"STER.20140522.R1047.F","fresh","STER.20140522.R1047.E",,,,"E+aZF4QjQpjZbv1Tn0+BDzulS9nJGmVV","Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So",,0,0,0,-1,0
"2CAB293CB643484AA191A77459BB900C","D10","STER","STER_029","I5","cultivatedCrops",40.46834543,-103.013029,"WGS84",,1357.320848,,"2014-05-22","MAM.STER.2014.06","NEON.MAM.D10.0R1029","PEMA","Peromyscus maniculatus","species",," ","F","R","N",,,"adult",,"enlarged","pregnant","plugged",15,18,61,140,28,,,"STER.20140522.R1029.F","fresh","STER.20140522.R1029.E","STER.20140522.R1029.H","STER.20140522.R1029.H",,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","7s8V2dSzVuN06jAc/Ai995onghbMwpaw",,0,0,0,-1,0
