"country","continent","year","lifeExp","pop","gdpPercap"
"Chile","Americas",1952,54.745,6377619,3939.978789
"Chile","Americas",1957,56.074,7048426,4315.622723
"Chile","Americas",1962,57.924,7961258,4519.094331
"Chile","Americas",1967,60.523,8858908,5106.654313
"Chile","Americas",1972,63.441,9717524,5494.024437
"Chile","Americas",1977,67.052,10599793,4756.763836
"Chile","Americas",1982,70.565,11487112,5095.665738
"Chile","Americas",1987,72.492,12463354,5547.063754
"Chile","Americas",1992,74.126,13572994,7596.125964
"Chile","Americas",1997,75.816,14599929,10118.05318
"Chile","Americas",2002,77.86,15497046,10778.78385
"Chile","Americas",2007,78.553,16284741,13171.63885
