"country","continent","year","lifeExp","pop","gdpPercap"
"Kuwait","Asia",1952,55.565,160000,108382.3529
"Kuwait","Asia",1957,58.033,212846,113523.1329
"Kuwait","Asia",1962,60.47,358266,95458.11176
"Kuwait","Asia",1967,64.624,575003,80894.88326
"Kuwait","Asia",1972,67.712,841934,109347.867
"Kuwait","Asia",1977,69.343,1140357,59265.47714
"Kuwait","Asia",1982,71.309,1497494,31354.03573
"Kuwait","Asia",1987,74.174,1891487,28118.42998
"Kuwait","Asia",1992,75.19,1418095,34932.91959
"Kuwait","Asia",1997,76.156,1765345,40300.61996
"Kuwait","Asia",2002,76.904,2111561,35110.10566
"Kuwait","Asia",2007,77.588,2505559,47306.98978
