"country","continent","year","lifeExp","pop","gdpPercap"
"China","Asia",1952,44,556263527.999989,400.448610699994
"China","Asia",1957,50.54896,637408000,575.9870009
"China","Asia",1962,44.50136,665770000,487.6740183
"China","Asia",1967,58.38112,754550000,612.7056934
"China","Asia",1972,63.11888,862030000,676.9000921
"China","Asia",1977,63.96736,943455000,741.2374699
"China","Asia",1982,65.525,1000281000,962.4213805
"China","Asia",1987,67.274,1084035000,1378.904018
"China","Asia",1992,68.69,1164970000,1655.784158
"China","Asia",1997,70.426,1230075000,2289.234136
"China","Asia",2002,72.028,1280400000,3119.280896
"China","Asia",2007,72.961,1318683096,4959.114854
