"country","continent","year","lifeExp","pop","gdpPercap"
"Morocco","Africa",1952,42.873,9939217,1688.20357
"Morocco","Africa",1957,45.423,11406350,1642.002314
"Morocco","Africa",1962,47.924,13056604,1566.353493
"Morocco","Africa",1967,50.335,14770296,1711.04477
"Morocco","Africa",1972,52.862,16660670,1930.194975
"Morocco","Africa",1977,55.73,18396941,2370.619976
"Morocco","Africa",1982,59.65,20198730,2702.620356
"Morocco","Africa",1987,62.677,22987397,2755.046991
"Morocco","Africa",1992,65.393,25798239,2948.047252
"Morocco","Africa",1997,67.66,28529501,2982.101858
"Morocco","Africa",2002,69.615,31167783,3258.495584
"Morocco","Africa",2007,71.164,33757175,3820.17523
