"country","continent","year","lifeExp","pop","gdpPercap"
"Croatia","Europe",1952,61.21,3882229,3119.23652
"Croatia","Europe",1957,64.77,3991242,4338.231617
"Croatia","Europe",1962,67.13,4076557,5477.890018
"Croatia","Europe",1967,68.5,4174366,6960.297861
"Croatia","Europe",1972,69.61,4225310,9164.090127
"Croatia","Europe",1977,70.64,4318673,11305.38517
"Croatia","Europe",1982,70.46,4413368,13221.82184
"Croatia","Europe",1987,71.52,4484310,13822.58394
"Croatia","Europe",1992,72.527,4494013,8447.794873
"Croatia","Europe",1997,73.68,4444595,9875.604515
"Croatia","Europe",2002,74.876,4481020,11628.38895
"Croatia","Europe",2007,75.748,4493312,14619.22272
