"country","continent","year","lifeExp","pop","gdpPercap"
"Egypt","Africa",1952,41.893,22223309,1418.822445
"Egypt","Africa",1957,44.444,25009741,1458.915272
"Egypt","Africa",1962,46.992,28173309,1693.335853
"Egypt","Africa",1967,49.293,31681188,1814.880728
"Egypt","Africa",1972,51.137,34807417,2024.008147
"Egypt","Africa",1977,53.319,38783863,2785.493582
"Egypt","Africa",1982,56.006,45681811,3503.729636
"Egypt","Africa",1987,59.797,52799062,3885.46071
"Egypt","Africa",1992,63.674,59402198,3794.755195
"Egypt","Africa",1997,67.217,66134291,4173.181797
"Egypt","Africa",2002,69.806,73312559,4754.604414
"Egypt","Africa",2007,71.338,80264543,5581.180998
