"country","continent","year","lifeExp","pop","gdpPercap"
"Singapore","Asia",1952,60.396,1127000,2315.138227
"Singapore","Asia",1957,63.179,1445929,2843.104409
"Singapore","Asia",1962,65.798,1750200,3674.735572
"Singapore","Asia",1967,67.946,1977600,4977.41854
"Singapore","Asia",1972,69.521,2152400,8597.756202
"Singapore","Asia",1977,70.795,2325300,11210.08948
"Singapore","Asia",1982,71.76,2651869,15169.16112
"Singapore","Asia",1987,73.56,2794552,18861.53081
"Singapore","Asia",1992,75.788,3235865,24769.8912
"Singapore","Asia",1997,77.158,3802309,33519.4766
"Singapore","Asia",2002,78.77,4197776,36023.1054
"Singapore","Asia",2007,79.972,4553009,47143.17964
