"country","continent","year","lifeExp","pop","gdpPercap"
"Ecuador","Americas",1952,48.357,3548753,3522.110717
"Ecuador","Americas",1957,51.356,4058385,3780.546651
"Ecuador","Americas",1962,54.64,4681707,4086.114078
"Ecuador","Americas",1967,56.678,5432424,4579.074215
"Ecuador","Americas",1972,58.796,6298651,5280.99471
"Ecuador","Americas",1977,61.31,7278866,6679.62326
"Ecuador","Americas",1982,64.342,8365850,7213.791267
"Ecuador","Americas",1987,67.231,9545158,6481.776993
"Ecuador","Americas",1992,69.613,10748394,7103.702595
"Ecuador","Americas",1997,72.312,11911819,7429.455877
"Ecuador","Americas",2002,74.173,12921234,5773.044512
"Ecuador","Americas",2007,74.994,13755680,6873.262326
