"country","continent","year","lifeExp","pop","gdpPercap"
"Reunion","Africa",1952,52.724,257700,2718.885295
"Reunion","Africa",1957,55.09,308700,2769.451844
"Reunion","Africa",1962,57.666,358900,3173.72334
"Reunion","Africa",1967,60.542,414024,4021.175739
"Reunion","Africa",1972,64.274,461633,5047.658563
"Reunion","Africa",1977,67.064,492095,4319.804067
"Reunion","Africa",1982,69.885,517810,5267.219353
"Reunion","Africa",1987,71.913,562035,5303.377488
"Reunion","Africa",1992,73.615,622191,6101.255823
"Reunion","Africa",1997,74.772,684810,6071.941411
"Reunion","Africa",2002,75.744,743981,6316.1652
"Reunion","Africa",2007,76.442,798094,7670.122558
