"country","continent","year","lifeExp","pop","gdpPercap"
"Madagascar","Africa",1952,36.681,4762912,1443.011715
"Madagascar","Africa",1957,38.865,5181679,1589.20275
"Madagascar","Africa",1962,40.848,5703324,1643.38711
"Madagascar","Africa",1967,42.881,6334556,1634.047282
"Madagascar","Africa",1972,44.851,7082430,1748.562982
"Madagascar","Africa",1977,46.881,8007166,1544.228586
"Madagascar","Africa",1982,48.969,9171477,1302.878658
"Madagascar","Africa",1987,49.35,10568642,1155.441948
"Madagascar","Africa",1992,52.214,12210395,1040.67619
"Madagascar","Africa",1997,54.978,14165114,986.2958956
"Madagascar","Africa",2002,57.286,16473477,894.6370822
"Madagascar","Africa",2007,59.443,19167654,1044.770126
