"country","continent","year","lifeExp","pop","gdpPercap"
"Sri Lanka","Asia",1952,57.593,7982342,1083.53203
"Sri Lanka","Asia",1957,61.456,9128546,1072.546602
"Sri Lanka","Asia",1962,62.192,10421936,1074.47196
"Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"Sri Lanka","Asia",1977,65.949,14116836,1348.775651
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"Sri Lanka","Asia",1992,70.379,17587060,2153.739222
"Sri Lanka","Asia",1997,70.457,18698655,2664.477257
"Sri Lanka","Asia",2002,70.815,19576783,3015.378833
"Sri Lanka","Asia",2007,72.396,20378239,3970.095407
