"country","continent","year","lifeExp","pop","gdpPercap"
"Japan","Asia",1952,63.03,86459025,3216.956347
"Japan","Asia",1957,65.5,91563009,4317.694365
"Japan","Asia",1962,68.73,95831757,6576.649461
"Japan","Asia",1967,71.43,100825279,9847.788607
"Japan","Asia",1972,73.42,107188273,14778.78636
"Japan","Asia",1977,75.38,113872473,16610.37701
"Japan","Asia",1982,77.11,118454974,19384.10571
"Japan","Asia",1987,78.67,122091325,22375.94189
"Japan","Asia",1992,79.36,124329269,26824.89511
"Japan","Asia",1997,80.69,125956499,28816.58499
"Japan","Asia",2002,82,127065841,28604.5919
"Japan","Asia",2007,82.603,127467972,31656.06806
