"country","continent","year","lifeExp","pop","gdpPercap"
"Rwanda","Africa",1952,40,2534927,493.3238752
"Rwanda","Africa",1957,41.5,2822082,540.2893983
"Rwanda","Africa",1962,43,3051242,597.4730727
"Rwanda","Africa",1967,44.1,3451079,510.9637142
"Rwanda","Africa",1972,44.6,3992121,590.5806638
"Rwanda","Africa",1977,45,4657072,670.0806011
"Rwanda","Africa",1982,46.218,5507565,881.5706467
"Rwanda","Africa",1987,44.02,6349365,847.991217
"Rwanda","Africa",1992,23.599,7290203,737.0685949
"Rwanda","Africa",1997,36.087,7212583,589.9445051
"Rwanda","Africa",2002,43.413,7852401,785.6537648
"Rwanda","Africa",2007,46.242,8860588,863.0884639
