"country","continent","year","lifeExp","pop","gdpPercap"
"Namibia","Africa",1952,41.725,485831,2423.780443
"Namibia","Africa",1957,45.226,548080,2621.448058
"Namibia","Africa",1962,48.386,621392,3173.215595
"Namibia","Africa",1967,51.159,706640,3793.694753
"Namibia","Africa",1972,53.867,821782,3746.080948
"Namibia","Africa",1977,56.437,977026,3876.485958
"Namibia","Africa",1982,58.968,1099010,4191.100511
"Namibia","Africa",1987,60.835,1278184,3693.731337
"Namibia","Africa",1992,61.999,1554253,3804.537999
"Namibia","Africa",1997,58.909,1774766,3899.52426
"Namibia","Africa",2002,51.479,1972153,4072.324751
"Namibia","Africa",2007,52.906,2055080,4811.060429
