"country","continent","year","lifeExp","pop","gdpPercap"
"Jordan","Asia",1952,43.158,607914,1546.907807
"Jordan","Asia",1957,45.669,746559,1886.080591
"Jordan","Asia",1962,48.126,933559,2348.009158
"Jordan","Asia",1967,51.629,1255058,2741.796252
"Jordan","Asia",1972,56.528,1613551,2110.856309
"Jordan","Asia",1977,61.134,1937652,2852.351568
"Jordan","Asia",1982,63.739,2347031,4161.415959
"Jordan","Asia",1987,65.869,2820042,4448.679912
"Jordan","Asia",1992,68.015,3867409,3431.593647
"Jordan","Asia",1997,69.772,4526235,3645.379572
"Jordan","Asia",2002,71.263,5307470,3844.917194
"Jordan","Asia",2007,72.535,6053193,4519.461171
