"country","continent","year","lifeExp","pop","gdpPercap"
"Ireland","Europe",1952,66.91,2952156,5210.280328
"Ireland","Europe",1957,68.9,2878220,5599.077872
"Ireland","Europe",1962,70.29,2830000,6631.597314
"Ireland","Europe",1967,71.08,2900100,7655.568963
"Ireland","Europe",1972,71.28,3024400,9530.772896
"Ireland","Europe",1977,72.03,3271900,11150.98113
"Ireland","Europe",1982,73.1,3480000,12618.32141
"Ireland","Europe",1987,74.36,3539900,13872.86652
"Ireland","Europe",1992,75.467,3557761,17558.81555
"Ireland","Europe",1997,76.122,3667233,24521.94713
"Ireland","Europe",2002,77.783,3879155,34077.04939
"Ireland","Europe",2007,78.885,4109086,40675.99635
