"country","continent","year","lifeExp","pop","gdpPercap"
"Montenegro","Europe",1952,59.164,413834,2647.585601
"Montenegro","Europe",1957,61.448,442829,3682.259903
"Montenegro","Europe",1962,63.728,474528,4649.593785
"Montenegro","Europe",1967,67.178,501035,5907.850937
"Montenegro","Europe",1972,70.636,527678,7778.414017
"Montenegro","Europe",1977,73.066,560073,9595.929905
"Montenegro","Europe",1982,74.101,562548,11222.58762
"Montenegro","Europe",1987,74.865,569473,11732.51017
"Montenegro","Europe",1992,75.435,621621,7003.339037
"Montenegro","Europe",1997,75.445,692651,6465.613349
"Montenegro","Europe",2002,73.981,720230,6557.194282
"Montenegro","Europe",2007,74.543,684736,9253.896111
