"country","continent","year","lifeExp","pop","gdpPercap"
"Benin","Africa",1952,38.223,1738315,1062.7522
"Benin","Africa",1957,40.358,1925173,959.6010805
"Benin","Africa",1962,42.618,2151895,949.4990641
"Benin","Africa",1967,44.885,2427334,1035.831411
"Benin","Africa",1972,47.014,2761407,1085.796879
"Benin","Africa",1977,49.19,3168267,1029.161251
"Benin","Africa",1982,50.904,3641603,1277.897616
"Benin","Africa",1987,52.337,4243788,1225.85601
"Benin","Africa",1992,53.919,4981671,1191.207681
"Benin","Africa",1997,54.777,6066080,1232.975292
"Benin","Africa",2002,54.406,7026113,1372.877931
"Benin","Africa",2007,56.728,8078314,1441.284873
