"country","continent","year","lifeExp","pop","gdpPercap"
"Thailand","Asia",1952,50.848,21289402,757.7974177
"Thailand","Asia",1957,53.63,25041917,793.5774148
"Thailand","Asia",1962,56.061,29263397,1002.199172
"Thailand","Asia",1967,58.285,34024249,1295.46066
"Thailand","Asia",1972,60.405,39276153,1524.358936
"Thailand","Asia",1977,62.494,44148285,1961.224635
"Thailand","Asia",1982,64.597,48827160,2393.219781
"Thailand","Asia",1987,66.084,52910342,2982.653773
"Thailand","Asia",1992,67.298,56667095,4616.896545
"Thailand","Asia",1997,67.521,60216677,5852.625497
"Thailand","Asia",2002,68.564,62806748,5913.187529
"Thailand","Asia",2007,70.616,65068149,7458.396327
