"country","continent","year","lifeExp","pop","gdpPercap"
"Cambodia","Asia",1952,39.417,4693836,368.4692856
"Cambodia","Asia",1957,41.366,5322536,434.0383364
"Cambodia","Asia",1962,43.415,6083619,496.9136476
"Cambodia","Asia",1967,45.415,6960067,523.4323142
"Cambodia","Asia",1972,40.317,7450606,421.6240257
"Cambodia","Asia",1977,31.22,6978607,524.9721832
"Cambodia","Asia",1982,50.957,7272485,624.4754784
"Cambodia","Asia",1987,53.914,8371791,683.8955732
"Cambodia","Asia",1992,55.803,10150094,682.3031755
"Cambodia","Asia",1997,56.534,11782962,734.28517
"Cambodia","Asia",2002,56.752,12926707,896.2260153
"Cambodia","Asia",2007,59.723,14131858,1713.778686
