"country","continent","year","lifeExp","pop","gdpPercap"
"Serbia","Europe",1952,57.996,6860147,3581.459448
"Serbia","Europe",1957,61.685,7271135,4981.090891
"Serbia","Europe",1962,64.531,7616060,6289.629157
"Serbia","Europe",1967,66.914,7971222,7991.707066
"Serbia","Europe",1972,68.7,8313288,10522.06749
"Serbia","Europe",1977,70.3,8686367,12980.66956
"Serbia","Europe",1982,70.162,9032824,15181.0927
"Serbia","Europe",1987,71.218,9230783,15870.87851
"Serbia","Europe",1992,71.659,9826397,9325.068238
"Serbia","Europe",1997,72.232,10336594,7914.320304
"Serbia","Europe",2002,73.213,10111559,7236.075251
"Serbia","Europe",2007,74.002,10150265,9786.534714
