"country","continent","year","lifeExp","pop","gdpPercap"
"Kenya","Africa",1952,42.27,6464046,853.540919
"Kenya","Africa",1957,44.686,7454779,944.4383152
"Kenya","Africa",1962,47.949,8678557,896.9663732
"Kenya","Africa",1967,50.654,10191512,1056.736457
"Kenya","Africa",1972,53.559,12044785,1222.359968
"Kenya","Africa",1977,56.155,14500404,1267.613204
"Kenya","Africa",1982,58.766,17661452,1348.225791
"Kenya","Africa",1987,59.339,21198082,1361.936856
"Kenya","Africa",1992,59.285,25020539,1341.921721
"Kenya","Africa",1997,54.407,28263827,1360.485021
"Kenya","Africa",2002,50.992,31386842,1287.514732
"Kenya","Africa",2007,54.11,35610177,1463.249282
