"country","continent","year","lifeExp","pop","gdpPercap"
"Malaysia","Asia",1952,48.463,6748378,1831.132894
"Malaysia","Asia",1957,52.102,7739235,1810.066992
"Malaysia","Asia",1962,55.737,8906385,2036.884944
"Malaysia","Asia",1967,59.371,10154878,2277.742396
"Malaysia","Asia",1972,63.01,11441462,2849.09478
"Malaysia","Asia",1977,65.256,12845381,3827.921571
"Malaysia","Asia",1982,68,14441916,4920.355951
"Malaysia","Asia",1987,69.5,16331785,5249.802653
"Malaysia","Asia",1992,70.693,18319502,7277.912802
"Malaysia","Asia",1997,71.938,20476091,10132.90964
"Malaysia","Asia",2002,73.044,22662365,10206.97794
"Malaysia","Asia",2007,74.241,24821286,12451.6558
