"country","continent","year","lifeExp","pop","gdpPercap"
"El Salvador","Americas",1952,45.262,2042865,3048.3029
"El Salvador","Americas",1957,48.57,2355805,3421.523218
"El Salvador","Americas",1962,52.307,2747687,3776.803627
"El Salvador","Americas",1967,55.855,3232927,4358.595393
"El Salvador","Americas",1972,58.207,3790903,4520.246008
"El Salvador","Americas",1977,56.696,4282586,5138.922374
"El Salvador","Americas",1982,56.604,4474873,4098.344175
"El Salvador","Americas",1987,63.154,4842194,4140.442097
"El Salvador","Americas",1992,66.798,5274649,4444.2317
"El Salvador","Americas",1997,69.535,5783439,5154.825496
"El Salvador","Americas",2002,70.734,6353681,5351.568666
"El Salvador","Americas",2007,71.878,6939688,5728.353514
