"country","continent","year","lifeExp","pop","gdpPercap"
"Bangladesh","Asia",1952,37.484,46886859,684.2441716
"Bangladesh","Asia",1957,39.348,51365468,661.6374577
"Bangladesh","Asia",1962,41.216,56839289,686.3415538
"Bangladesh","Asia",1967,43.453,62821884,721.1860862
"Bangladesh","Asia",1972,45.252,70759295,630.2336265
"Bangladesh","Asia",1977,46.923,80428306,659.8772322
"Bangladesh","Asia",1982,50.009,93074406,676.9818656
"Bangladesh","Asia",1987,52.819,103764241,751.9794035
"Bangladesh","Asia",1992,56.018,113704579,837.8101643
"Bangladesh","Asia",1997,59.412,123315288,972.7700352
"Bangladesh","Asia",2002,62.013,135656790,1136.39043
"Bangladesh","Asia",2007,64.062,150448339,1391.253792
