"country","continent","year","lifeExp","pop","gdpPercap"
"Germany","Europe",1952,67.5,69145952,7144.114393
"Germany","Europe",1957,69.1,71019069,10187.82665
"Germany","Europe",1962,70.3,73739117,12902.46291
"Germany","Europe",1967,70.8,76368453,14745.62561
"Germany","Europe",1972,71,78717088,18016.18027
"Germany","Europe",1977,72.5,78160773,20512.92123
"Germany","Europe",1982,73.8,78335266,22031.53274
"Germany","Europe",1987,74.847,77718298,24639.18566
"Germany","Europe",1992,76.07,80597764,26505.30317
"Germany","Europe",1997,77.34,82011073,27788.88416
"Germany","Europe",2002,78.67,82350671,30035.80198
"Germany","Europe",2007,79.406,82400996,32170.37442
