"country","continent","year","lifeExp","pop","gdpPercap"
"Libya","Africa",1952,42.723,1019729,2387.54806
"Libya","Africa",1957,45.289,1201578,3448.284395
"Libya","Africa",1962,47.808,1441863,6757.030816
"Libya","Africa",1967,50.227,1759224,18772.75169
"Libya","Africa",1972,52.773,2183877,21011.49721
"Libya","Africa",1977,57.442,2721783,21951.21176
"Libya","Africa",1982,62.155,3344074,17364.27538
"Libya","Africa",1987,66.234,3799845,11770.5898
"Libya","Africa",1992,68.755,4364501,9640.138501
"Libya","Africa",1997,71.555,4759670,9467.446056
"Libya","Africa",2002,72.737,5368585,9534.677467
"Libya","Africa",2007,73.952,6036914,12057.49928
