"country","continent","year","lifeExp","pop","gdpPercap"
"Jamaica","Americas",1952,58.53,1426095,2898.530881
"Jamaica","Americas",1957,62.61,1535090,4756.525781
"Jamaica","Americas",1962,65.61,1665128,5246.107524
"Jamaica","Americas",1967,67.51,1861096,6124.703451
"Jamaica","Americas",1972,69,1997616,7433.889293
"Jamaica","Americas",1977,70.11,2156814,6650.195573
"Jamaica","Americas",1982,71.21,2298309,6068.05135
"Jamaica","Americas",1987,71.77,2326606,6351.237495
"Jamaica","Americas",1992,71.766,2378618,7404.923685
"Jamaica","Americas",1997,72.262,2531311,7121.924704
"Jamaica","Americas",2002,72.047,2664659,6994.774861
"Jamaica","Americas",2007,72.567,2780132,7320.880262
