"country","continent","year","lifeExp","pop","gdpPercap"
"Congo, Dem. Rep.","Africa",1952,39.143,14100005,780.5423257
"Congo, Dem. Rep.","Africa",1957,40.652,15577932,905.8602303
"Congo, Dem. Rep.","Africa",1962,42.122,17486434,896.3146335
"Congo, Dem. Rep.","Africa",1967,44.056,19941073,861.5932424
"Congo, Dem. Rep.","Africa",1972,45.989,23007669,904.8960685
"Congo, Dem. Rep.","Africa",1977,47.804,26480870,795.757282
"Congo, Dem. Rep.","Africa",1982,47.784,30646495,673.7478181
"Congo, Dem. Rep.","Africa",1987,47.412,35481645,672.774812
"Congo, Dem. Rep.","Africa",1992,45.548,41672143,457.7191807
"Congo, Dem. Rep.","Africa",1997,42.587,47798986,312.188423
"Congo, Dem. Rep.","Africa",2002,44.966,55379852,241.1658765
"Congo, Dem. Rep.","Africa",2007,46.462,64606759,277.5518587
