"country","continent","year","lifeExp","pop","gdpPercap"
"Belgium","Europe",1952,68,8730405,8343.105127
"Belgium","Europe",1957,69.24,8989111,9714.960623
"Belgium","Europe",1962,70.25,9218400,10991.20676
"Belgium","Europe",1967,70.94,9556500,13149.04119
"Belgium","Europe",1972,71.44,9709100,16672.14356
"Belgium","Europe",1977,72.8,9821800,19117.97448
"Belgium","Europe",1982,73.93,9856303,20979.84589
"Belgium","Europe",1987,75.35,9870200,22525.56308
"Belgium","Europe",1992,76.46,10045622,25575.57069
"Belgium","Europe",1997,77.53,10199787,27561.19663
"Belgium","Europe",2002,78.32,10311970,30485.88375
"Belgium","Europe",2007,79.441,10392226,33692.60508
