"country","continent","year","lifeExp","pop","gdpPercap"
"Poland","Europe",1952,61.31,25730551,4029.329699
"Poland","Europe",1957,65.77,28235346,4734.253019
"Poland","Europe",1962,67.64,30329617,5338.752143
"Poland","Europe",1967,69.61,31785378,6557.152776
"Poland","Europe",1972,70.85,33039545,8006.506993
"Poland","Europe",1977,70.67,34621254,9508.141454
"Poland","Europe",1982,71.32,36227381,8451.531004
"Poland","Europe",1987,70.98,37740710,9082.351172
"Poland","Europe",1992,70.99,38370697,7738.881247
"Poland","Europe",1997,72.75,38654957,10159.58368
"Poland","Europe",2002,74.67,38625976,12002.23908
"Poland","Europe",2007,75.563,38518241,15389.92468
