"country","continent","year","lifeExp","pop","gdpPercap"
"India","Asia",1952,37.373,3.72e+08,546.5657493
"India","Asia",1957,40.249,4.09e+08,590.061996
"India","Asia",1962,43.605,4.54e+08,658.3471509
"India","Asia",1967,47.193,5.06e+08,700.7706107
"India","Asia",1972,50.651,5.67e+08,724.032527
"India","Asia",1977,54.208,6.34e+08,813.337323
"India","Asia",1982,56.596,7.08e+08,855.7235377
"India","Asia",1987,58.553,7.88e+08,976.5126756
"India","Asia",1992,60.223,8.72e+08,1164.406809
"India","Asia",1997,61.765,9.59e+08,1458.817442
"India","Asia",2002,62.879,1034172547,1746.769454
"India","Asia",2007,64.698,1110396331,2452.210407
