"country","continent","year","lifeExp","pop","gdpPercap"
"Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758
"Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655
"Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598
"Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609
"Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503
"Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249
"Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293
"Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315
"Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507
"Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814
"Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151
"Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548
