"country","continent","year","lifeExp","pop","gdpPercap"
"Haiti","Americas",1952,37.579,3201488,1840.366939
"Haiti","Americas",1957,40.696,3507701,1726.887882
"Haiti","Americas",1962,43.59,3880130,1796.589032
"Haiti","Americas",1967,46.243,4318137,1452.057666
"Haiti","Americas",1972,48.042,4698301,1654.456946
"Haiti","Americas",1977,49.923,4908554,1874.298931
"Haiti","Americas",1982,51.461,5198399,2011.159549
"Haiti","Americas",1987,53.636,5756203,1823.015995
"Haiti","Americas",1992,55.089,6326682,1456.309517
"Haiti","Americas",1997,56.671,6913545,1341.726931
"Haiti","Americas",2002,58.137,7607651,1270.364932
"Haiti","Americas",2007,60.916,8502814,1201.637154
