"country","continent","year","lifeExp","pop","gdpPercap"
"Austria","Europe",1952,66.8,6927772,6137.076492
"Austria","Europe",1957,67.48,6965860,8842.59803
"Austria","Europe",1962,69.54,7129864,10750.72111
"Austria","Europe",1967,70.14,7376998,12834.6024
"Austria","Europe",1972,70.63,7544201,16661.6256
"Austria","Europe",1977,72.17,7568430,19749.4223
"Austria","Europe",1982,73.18,7574613,21597.08362
"Austria","Europe",1987,74.94,7578903,23687.82607
"Austria","Europe",1992,76.04,7914969,27042.01868
"Austria","Europe",1997,77.51,8069876,29095.92066
"Austria","Europe",2002,78.98,8148312,32417.60769
"Austria","Europe",2007,79.829,8199783,36126.4927
