"country","continent","year","lifeExp","pop","gdpPercap"
"Sudan","Africa",1952,38.635,8504667,1615.991129
"Sudan","Africa",1957,39.624,9753392,1770.337074
"Sudan","Africa",1962,40.87,11183227,1959.593767
"Sudan","Africa",1967,42.858,12716129,1687.997641
"Sudan","Africa",1972,45.083,14597019,1659.652775
"Sudan","Africa",1977,47.8,17104986,2202.988423
"Sudan","Africa",1982,50.338,20367053,1895.544073
"Sudan","Africa",1987,51.744,24725960,1507.819159
"Sudan","Africa",1992,53.556,28227588,1492.197043
"Sudan","Africa",1997,55.373,32160729,1632.210764
"Sudan","Africa",2002,56.369,37090298,1993.398314
"Sudan","Africa",2007,58.556,42292929,2602.394995
