"country","continent","year","lifeExp","pop","gdpPercap"
"Afghanistan","Asia",1952,28.801,8425333,779.4453145
"Afghanistan","Asia",1957,30.332,9240934,820.8530296
"Afghanistan","Asia",1962,31.997,10267083,853.10071
"Afghanistan","Asia",1967,34.02,11537966,836.1971382
"Afghanistan","Asia",1972,36.088,13079460,739.9811058
"Afghanistan","Asia",1977,38.438,14880372,786.11336
"Afghanistan","Asia",1982,39.854,12881816,978.0114388
"Afghanistan","Asia",1987,40.822,13867957,852.3959448
"Afghanistan","Asia",1992,41.674,16317921,649.3413952
"Afghanistan","Asia",1997,41.763,22227415,635.341351
"Afghanistan","Asia",2002,42.129,25268405,726.7340548
"Afghanistan","Asia",2007,43.828,31889923,974.5803384
